profession,prompt,filepath
teacher,"Cinematic photo of a human teacher, shallow depth of field, realistic lighting, DSLR, interacting with students",./SDxl_data/teacher/00000145.png
teacher,"A teacher in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, writing on a chalkboard",./SDxl_data/teacher/00000146.png
teacher,"A professional person doing the job of a teacher, full body, realistic, shallow depth of field, photo style, interacting with students",./SDxl_data/teacher/00000147.png
teacher,"A professional person doing the job of a teacher, full body, realistic, shallow depth of field, photo style, teaching in a classroom",./SDxl_data/teacher/00000148.png
teacher,"A confident person who is a teacher standing in a modern office, natural daylight, DSLR, 4k, writing on a chalkboard",./SDxl_data/teacher/00000149.png
teacher,"A teacher in a candid moment, side profile, bokeh background, natural light, professional portrait, writing on a chalkboard",./SDxl_data/teacher/00000150.png
teacher,"A teacher in a candid moment, side profile, bokeh background, natural light, professional portrait, interacting with students",./SDxl_data/teacher/00000151.png
teacher,"A headshot of a person who is a teacher, sitting at a desk, DSLR photo, soft lighting, ultra detailed, writing on a chalkboard",./SDxl_data/teacher/00000152.png
teacher,"Cinematic photo of a human teacher, shallow depth of field, realistic lighting, DSLR, writing on a chalkboard",./SDxl_data/teacher/00000153.png
teacher,"A professional person doing the job of a teacher, full body, realistic, shallow depth of field, photo style, teaching in a classroom",./SDxl_data/teacher/00000154.png
teacher,"A realistic photo of a person working as a teacher, ultra realistic, 4k, natural lighting, DSLR, professional portrait, teaching in a classroom",./SDxl_data/teacher/00000155.png
teacher,"A confident person who is a teacher standing in a modern office, natural daylight, DSLR, 4k, teaching in a classroom",./SDxl_data/teacher/00000156.png
teacher,"Cinematic photo of a human teacher, shallow depth of field, realistic lighting, DSLR, interacting with students",./SDxl_data/teacher/00000157.png
teacher,"Documentary-style photo of a person working as a teacher, shallow DOF, realistic, interacting with students",./SDxl_data/teacher/00000158.png
teacher,"Close-up portrait of a human teacher, studio lighting, high resolution, expressive face, teaching in a classroom",./SDxl_data/teacher/00000159.png
teacher,"A confident person who is a teacher standing in a modern office, natural daylight, DSLR, 4k, writing on a chalkboard",./SDxl_data/teacher/00000160.png
teacher,"A realistic photo of a person working as a teacher, ultra realistic, 4k, natural lighting, DSLR, professional portrait, interacting with students",./SDxl_data/teacher/00000161.png
teacher,"Documentary-style photo of a person working as a teacher, shallow DOF, realistic, teaching in a classroom",./SDxl_data/teacher/00000162.png
teacher,"A confident person who is a teacher standing in a modern office, natural daylight, DSLR, 4k, interacting with students",./SDxl_data/teacher/00000163.png
teacher,"Cinematic photo of a human teacher, shallow depth of field, realistic lighting, DSLR, teaching in a classroom",./SDxl_data/teacher/00000164.png
teacher,"Portrait of a teacher, clearly human, half-body, natural background, photojournalistic style, writing on a chalkboard",./SDxl_data/teacher/00000165.png
teacher,"Portrait of a teacher, clearly human, half-body, natural background, photojournalistic style, interacting with students",./SDxl_data/teacher/00000166.png
teacher,"A professional person doing the job of a teacher, full body, realistic, shallow depth of field, photo style, interacting with students",./SDxl_data/teacher/00000167.png
teacher,"A teacher in a candid moment, side profile, bokeh background, natural light, professional portrait, teaching in a classroom",./SDxl_data/teacher/00000168.png
teacher,"Portrait of a teacher, clearly human, half-body, natural background, photojournalistic style, interacting with students",./SDxl_data/teacher/00000169.png
teacher,"A professional person doing the job of a teacher, full body, realistic, shallow depth of field, photo style, writing on a chalkboard",./SDxl_data/teacher/00000170.png
teacher,"A headshot of a person who is a teacher, sitting at a desk, DSLR photo, soft lighting, ultra detailed, teaching in a classroom",./SDxl_data/teacher/00000171.png
teacher,"A teacher in a candid moment, side profile, bokeh background, natural light, professional portrait, writing on a chalkboard",./SDxl_data/teacher/00000172.png
teacher,"A confident person who is a teacher standing in a modern office, natural daylight, DSLR, 4k, teaching in a classroom",./SDxl_data/teacher/00000173.png
teacher,"A teacher in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, teaching in a classroom",./SDxl_data/teacher/00000174.png
teacher,"A professional person doing the job of a teacher, full body, realistic, shallow depth of field, photo style, teaching in a classroom",./SDxl_data/teacher/00000175.png
teacher,"A headshot of a person who is a teacher, sitting at a desk, DSLR photo, soft lighting, ultra detailed, teaching in a classroom",./SDxl_data/teacher/00000176.png
teacher,"A professional person doing the job of a teacher, full body, realistic, shallow depth of field, photo style, interacting with students",./SDxl_data/teacher/00000177.png
teacher,"A realistic photo of a person working as a teacher, ultra realistic, 4k, natural lighting, DSLR, professional portrait, interacting with students",./SDxl_data/teacher/00000178.png
teacher,"A teacher in a candid moment, side profile, bokeh background, natural light, professional portrait, interacting with students",./SDxl_data/teacher/00000179.png
teacher,"A realistic photo of a person working as a teacher, ultra realistic, 4k, natural lighting, DSLR, professional portrait, teaching in a classroom",./SDxl_data/teacher/00000180.png
teacher,"A teacher in a candid moment, side profile, bokeh background, natural light, professional portrait, interacting with students",./SDxl_data/teacher/00000181.png
teacher,"A headshot of a person who is a teacher, sitting at a desk, DSLR photo, soft lighting, ultra detailed, writing on a chalkboard",./SDxl_data/teacher/00000182.png
teacher,"A teacher in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, teaching in a classroom",./SDxl_data/teacher/00000183.png
teacher,"Portrait of a teacher, clearly human, half-body, natural background, photojournalistic style, teaching in a classroom",./SDxl_data/teacher/00000184.png
teacher,"A teacher in a candid moment, side profile, bokeh background, natural light, professional portrait, writing on a chalkboard",./SDxl_data/teacher/00000185.png
teacher,"A teacher in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, teaching in a classroom",./SDxl_data/teacher/00000186.png
teacher,"A professional person doing the job of a teacher, full body, realistic, shallow depth of field, photo style, teaching in a classroom",./SDxl_data/teacher/00000187.png
teacher,"A teacher in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, teaching in a classroom",./SDxl_data/teacher/00000188.png
teacher,"A headshot of a person who is a teacher, sitting at a desk, DSLR photo, soft lighting, ultra detailed, writing on a chalkboard",./SDxl_data/teacher/00000189.png
teacher,"A headshot of a person who is a teacher, sitting at a desk, DSLR photo, soft lighting, ultra detailed, interacting with students",./SDxl_data/teacher/00000190.png
teacher,"Cinematic photo of a human teacher, shallow depth of field, realistic lighting, DSLR, teaching in a classroom",./SDxl_data/teacher/00000191.png
teacher,"A headshot of a person who is a teacher, sitting at a desk, DSLR photo, soft lighting, ultra detailed, interacting with students",./SDxl_data/teacher/00000192.png
teacher,"A confident person who is a teacher standing in a modern office, natural daylight, DSLR, 4k, interacting with students",./SDxl_data/teacher/00000193.png
teacher,"A headshot of a person who is a teacher, sitting at a desk, DSLR photo, soft lighting, ultra detailed, writing on a chalkboard",./SDxl_data/teacher/00000194.png
teacher,"A professional person doing the job of a teacher, full body, realistic, shallow depth of field, photo style, interacting with students",./SDxl_data/teacher/00000195.png
teacher,"A realistic photo of a person working as a teacher, ultra realistic, 4k, natural lighting, DSLR, professional portrait, teaching in a classroom",./SDxl_data/teacher/00000196.png
teacher,"Cinematic photo of a human teacher, shallow depth of field, realistic lighting, DSLR, teaching in a classroom",./SDxl_data/teacher/00000197.png
teacher,"A teacher in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, teaching in a classroom",./SDxl_data/teacher/00000198.png
teacher,"A headshot of a person who is a teacher, sitting at a desk, DSLR photo, soft lighting, ultra detailed, interacting with students",./SDxl_data/teacher/00000199.png
teacher,"A professional person doing the job of a teacher, full body, realistic, shallow depth of field, photo style, interacting with students",./SDxl_data/teacher/00000200.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sitting at a legal desk",./SDxl_data/lawyer/00000001.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, speaking in a courtroom",./SDxl_data/lawyer/00000002.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, reading legal documents",./SDxl_data/lawyer/00000003.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, reading legal documents",./SDxl_data/lawyer/00000004.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sitting at a legal desk",./SDxl_data/lawyer/00000005.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, sitting at a legal desk",./SDxl_data/lawyer/00000006.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, speaking in a courtroom",./SDxl_data/lawyer/00000007.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sitting at a legal desk",./SDxl_data/lawyer/00000008.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, speaking in a courtroom",./SDxl_data/lawyer/00000009.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000010.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, speaking in a courtroom",./SDxl_data/lawyer/00000011.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, reading legal documents",./SDxl_data/lawyer/00000012.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, reading legal documents",./SDxl_data/lawyer/00000013.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, sitting at a legal desk",./SDxl_data/lawyer/00000014.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, speaking in a courtroom",./SDxl_data/lawyer/00000015.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, sitting at a legal desk",./SDxl_data/lawyer/00000016.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, speaking in a courtroom",./SDxl_data/lawyer/00000017.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, sitting at a legal desk",./SDxl_data/lawyer/00000018.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, sitting at a legal desk",./SDxl_data/lawyer/00000019.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, speaking in a courtroom",./SDxl_data/lawyer/00000020.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, speaking in a courtroom",./SDxl_data/lawyer/00000021.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, reading legal documents",./SDxl_data/lawyer/00000022.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000023.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, reading legal documents",./SDxl_data/lawyer/00000024.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, reading legal documents",./SDxl_data/lawyer/00000025.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, reading legal documents",./SDxl_data/lawyer/00000026.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, sitting at a legal desk",./SDxl_data/lawyer/00000027.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, reading legal documents",./SDxl_data/lawyer/00000028.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, speaking in a courtroom",./SDxl_data/lawyer/00000029.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, reading legal documents",./SDxl_data/lawyer/00000030.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, reading legal documents",./SDxl_data/lawyer/00000031.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, reading legal documents",./SDxl_data/lawyer/00000032.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, sitting at a legal desk",./SDxl_data/lawyer/00000033.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, reading legal documents",./SDxl_data/lawyer/00000034.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, reading legal documents",./SDxl_data/lawyer/00000035.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, sitting at a legal desk",./SDxl_data/lawyer/00000036.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000037.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, reading legal documents",./SDxl_data/lawyer/00000038.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sitting at a legal desk",./SDxl_data/lawyer/00000039.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, reading legal documents",./SDxl_data/lawyer/00000040.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, sitting at a legal desk",./SDxl_data/lawyer/00000041.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, reading legal documents",./SDxl_data/lawyer/00000042.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, speaking in a courtroom",./SDxl_data/lawyer/00000043.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, reading legal documents",./SDxl_data/lawyer/00000044.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, reading legal documents",./SDxl_data/lawyer/00000045.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, sitting at a legal desk",./SDxl_data/lawyer/00000046.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, speaking in a courtroom",./SDxl_data/lawyer/00000047.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, sitting at a legal desk",./SDxl_data/lawyer/00000048.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, reading legal documents",./SDxl_data/lawyer/00000049.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, sitting at a legal desk",./SDxl_data/lawyer/00000050.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, speaking in a courtroom",./SDxl_data/lawyer/00000051.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, reading legal documents",./SDxl_data/lawyer/00000052.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, speaking in a courtroom",./SDxl_data/lawyer/00000053.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, sitting at a legal desk",./SDxl_data/lawyer/00000054.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, reading legal documents",./SDxl_data/lawyer/00000055.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, speaking in a courtroom",./SDxl_data/lawyer/00000056.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, sitting at a legal desk",./SDxl_data/lawyer/00000057.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, reading legal documents",./SDxl_data/lawyer/00000058.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, reading legal documents",./SDxl_data/lawyer/00000059.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, sitting at a legal desk",./SDxl_data/lawyer/00000060.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, speaking in a courtroom",./SDxl_data/lawyer/00000061.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, speaking in a courtroom",./SDxl_data/lawyer/00000062.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sitting at a legal desk",./SDxl_data/lawyer/00000063.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, reading legal documents",./SDxl_data/lawyer/00000064.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, reading legal documents",./SDxl_data/lawyer/00000065.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, sitting at a legal desk",./SDxl_data/lawyer/00000066.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, sitting at a legal desk",./SDxl_data/lawyer/00000067.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, sitting at a legal desk",./SDxl_data/lawyer/00000068.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, sitting at a legal desk",./SDxl_data/lawyer/00000069.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, reading legal documents",./SDxl_data/lawyer/00000070.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000071.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, speaking in a courtroom",./SDxl_data/lawyer/00000072.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, reading legal documents",./SDxl_data/lawyer/00000073.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, reading legal documents",./SDxl_data/lawyer/00000074.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, speaking in a courtroom",./SDxl_data/lawyer/00000075.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, speaking in a courtroom",./SDxl_data/lawyer/00000076.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, reading legal documents",./SDxl_data/lawyer/00000077.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, speaking in a courtroom",./SDxl_data/lawyer/00000078.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, reading legal documents",./SDxl_data/lawyer/00000079.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, speaking in a courtroom",./SDxl_data/lawyer/00000080.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, sitting at a legal desk",./SDxl_data/lawyer/00000081.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, speaking in a courtroom",./SDxl_data/lawyer/00000082.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, sitting at a legal desk",./SDxl_data/lawyer/00000083.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, speaking in a courtroom",./SDxl_data/lawyer/00000084.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, reading legal documents",./SDxl_data/lawyer/00000085.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000086.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, sitting at a legal desk",./SDxl_data/lawyer/00000087.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, sitting at a legal desk",./SDxl_data/lawyer/00000088.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, reading legal documents",./SDxl_data/lawyer/00000089.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, reading legal documents",./SDxl_data/lawyer/00000090.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, speaking in a courtroom",./SDxl_data/lawyer/00000091.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, sitting at a legal desk",./SDxl_data/lawyer/00000092.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, reading legal documents",./SDxl_data/lawyer/00000093.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, reading legal documents",./SDxl_data/lawyer/00000094.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, speaking in a courtroom",./SDxl_data/lawyer/00000095.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sitting at a legal desk",./SDxl_data/lawyer/00000096.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, speaking in a courtroom",./SDxl_data/lawyer/00000097.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, sitting at a legal desk",./SDxl_data/lawyer/00000098.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, sitting at a legal desk",./SDxl_data/lawyer/00000099.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, sitting at a legal desk",./SDxl_data/lawyer/00000100.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000101.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, speaking in a courtroom",./SDxl_data/lawyer/00000102.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, speaking in a courtroom",./SDxl_data/lawyer/00000103.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, reading legal documents",./SDxl_data/lawyer/00000104.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, reading legal documents",./SDxl_data/lawyer/00000105.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, sitting at a legal desk",./SDxl_data/lawyer/00000106.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, reading legal documents",./SDxl_data/lawyer/00000107.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, sitting at a legal desk",./SDxl_data/lawyer/00000108.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, sitting at a legal desk",./SDxl_data/lawyer/00000109.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, reading legal documents",./SDxl_data/lawyer/00000110.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000111.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, reading legal documents",./SDxl_data/lawyer/00000112.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, speaking in a courtroom",./SDxl_data/lawyer/00000113.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, reading legal documents",./SDxl_data/lawyer/00000114.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, reading legal documents",./SDxl_data/lawyer/00000115.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, reading legal documents",./SDxl_data/lawyer/00000116.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, sitting at a legal desk",./SDxl_data/lawyer/00000117.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, sitting at a legal desk",./SDxl_data/lawyer/00000118.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, speaking in a courtroom",./SDxl_data/lawyer/00000119.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, reading legal documents",./SDxl_data/lawyer/00000120.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, speaking in a courtroom",./SDxl_data/lawyer/00000121.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, sitting at a legal desk",./SDxl_data/lawyer/00000122.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, sitting at a legal desk",./SDxl_data/lawyer/00000123.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, speaking in a courtroom",./SDxl_data/lawyer/00000124.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, speaking in a courtroom",./SDxl_data/lawyer/00000125.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, speaking in a courtroom",./SDxl_data/lawyer/00000126.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, speaking in a courtroom",./SDxl_data/lawyer/00000127.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, reading legal documents",./SDxl_data/lawyer/00000128.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, reading legal documents",./SDxl_data/lawyer/00000129.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, reading legal documents",./SDxl_data/lawyer/00000130.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, speaking in a courtroom",./SDxl_data/lawyer/00000131.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, sitting at a legal desk",./SDxl_data/lawyer/00000132.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, sitting at a legal desk",./SDxl_data/lawyer/00000133.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, speaking in a courtroom",./SDxl_data/lawyer/00000134.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, reading legal documents",./SDxl_data/lawyer/00000135.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, reading legal documents",./SDxl_data/lawyer/00000136.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, reading legal documents",./SDxl_data/lawyer/00000137.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, speaking in a courtroom",./SDxl_data/lawyer/00000138.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, speaking in a courtroom",./SDxl_data/lawyer/00000139.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, speaking in a courtroom",./SDxl_data/lawyer/00000140.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sitting at a legal desk",./SDxl_data/lawyer/00000141.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, sitting at a legal desk",./SDxl_data/lawyer/00000142.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, speaking in a courtroom",./SDxl_data/lawyer/00000143.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000144.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, sitting at a legal desk",./SDxl_data/lawyer/00000145.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, speaking in a courtroom",./SDxl_data/lawyer/00000146.png
